index,name_recall,name_precision,type_accuracy,value_recall,value_precision,name_info,type_info,value_info
53,0.75,0.375,0.6666666666666666,1.0,1.0,"[('构件的延性性能', '构件的非弹性变形'), ('非预应力钢筋的配置', '非预应力钢筋的配置'), ('非预应力钢筋承担的弯矩设计值', '非预应力钢筋承担的弯矩设计值')]","{'构件的延性性能': 0, '非预应力钢筋的配置': 1, '非预应力钢筋承担的弯矩设计值': 1}","{'非预应力钢筋承担的弯矩设计值': {'content': [('非预应力钢筋承担的弯矩设计值:不小于65％', '非预应力钢筋承担的弯矩设计值:不小于65％'), ('非预应力钢筋承担的弯矩设计值:小于65％', '非预应力钢筋承担的弯矩设计值:小于65％')], 'recall': 1.0, 'precision': 1.0}}"
46,1.0,1.0,0.8333333333333334,0.5,0.5,"[('边坡稳定性', '边坡失稳'), ('地表水流', '地表水流冲刷'), ('雨水冲刷', '地表水流冲刷'), ('雨水排泄', '雨水排泄'), ('护坡措施', '护坡措施'), ('草皮种植', '草皮种植')]","{'边坡稳定性': 0, '地表水流': 1, '雨水冲刷': 1, '雨水排泄': 1, '护坡措施': 1, '草皮种植': 1}","{'草皮种植': {'content': [('草皮种植:未种植', '草皮种植:未种植')], 'recall': 0.5, 'precision': 0.5}}"
50,1.0,1.0,0.5,1.0,1.0,"[('地表倾斜', '地表倾斜'), ('建筑物附加压力的重分配', '建筑物附加压力的重分配'), ('建筑结构内应力变化', '建筑结构内应力变化'), ('建筑破坏', '建筑破坏')]","{'地表倾斜': 1, '建筑物附加压力的重分配': 0, '建筑结构内应力变化': 1, '建筑破坏': 0}","{'建筑破坏': {'content': [('建筑破坏:是', '建筑破坏:发生'), ('建筑破坏:否', '建筑破坏:未发生')], 'recall': 1.0, 'precision': 1.0}}"
55,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,"[('混凝土坍落度', '混凝土坍落度'), ('桩顶浮浆量', '桩顶浮浆量'), ('桩体强度', '桩体强度')]","{'混凝土坍落度': 1, '桩顶浮浆量': 1, '桩体强度': 0}","{'桩体强度': {'content': [('桩体强度:适中', '桩体强度:正常')], 'recall': 0.3333333333333333, 'precision': 0.5}}"
51,1.0,0.8333333333333334,0.6,1.0,1.0,"[('天窗设置位置', '天窗的设置位置'), ('屋面板与屋架的连接可靠性', '屋面板与屋架的连接可靠性'), ('地震时屋面板掉落风险', '地震时屋面板的掉落风险'), ('屋面纵向水平刚度', '屋面纵向水平刚度'), ('采光要求', '采光要求')]","{'天窗设置位置': 1, '屋面板与屋架的连接可靠性': 1, '地震时屋面板掉落风险': 0, '屋面纵向水平刚度': 0, '采光要求': 1}","{'采光要求': {'content': [('采光要求:高', '采光要求:高'), ('采光要求:不太高', '采光要求:不高')], 'recall': 1.0, 'precision': 1.0}}"
56,1.0,1.0,0.75,1.0,0.6666666666666666,"[('洞口角部钢筋配置', '洞口角部配置斜筋'), ('局部钢筋间距', '钢筋间距'), ('混凝土振捣难度', '混凝土振捣'), ('钢筋密度', '钢筋密度')]","{'洞口角部钢筋配置': 1, '局部钢筋间距': 1, '混凝土振捣难度': 0, '钢筋密度': 1}","{'钢筋密度': {'content': [('钢筋密度:较密', '钢筋密度:较密'), ('钢筋密度:适中', '钢筋密度:适中')], 'recall': 1.0, 'precision': 0.6666666666666666}}"
54,0.6666666666666666,1.0,0.75,0.5,0.5,"[('混凝土收缩', '混凝土收缩'), ('钢筋与混凝土间的黏结强度', '黏结强度'), ('滑移', '滑移'), ('裂缝宽度', '裂缝宽度')]","{'混凝土收缩': 1, '钢筋与混凝土间的黏结强度': 1, '滑移': 1, '裂缝宽度': 0}","{'裂缝宽度': {'content': [('裂缝宽度:未增加', '裂缝宽度:不变')], 'recall': 0.5, 'precision': 0.5}}"
61,0.4,0.2857142857142857,0.0,1.0,1.0,"[('无粘结构造层厚度', '无粘结构造层厚度'), ('混凝土开裂', '混凝土开裂')]","{'无粘结构造层厚度': 0, '混凝土开裂': 0}","{'混凝土开裂': {'content': [('混凝土开裂:开裂', '混凝土开裂:发生'), ('混凝土开裂:不开裂', '混凝土开裂:不发生')], 'recall': 1.0, 'precision': 1.0}}"
57,0.8333333333333334,0.7142857142857143,0.6,1.0,1.0,"[('建筑结构方案', '建筑结构方案'), ('防震缝设置', '防震缝设置'), ('结构抗震分析模型', '结构抗震分析模型'), ('扭转地震效应', '扭转地震效应'), ('连接处局部应力集中', '连接处局部应力集中')]","{'建筑结构方案': 1, '防震缝设置': 1, '结构抗震分析模型': 1, '扭转地震效应': 0, '连接处局部应力集中': 0}","{'连接处局部应力集中': {'content': [('连接处局部应力集中:加强', '连接处局部应力集中:需要加强'), ('连接处局部应力集中:不加强', '连接处局部应力集中:无需加强')], 'recall': 1.0, 'precision': 1.0}}"
59,0.75,0.42857142857142855,0.6666666666666666,1.0,1.0,"[('预防措施', '预防措施'), ('胀缩变形幅度', '胀缩变形幅度'), ('砌体结构破坏', '砌体结构破坏')]","{'预防措施': 1, '胀缩变形幅度': 1, '砌体结构破坏': 0}","{'砌体结构破坏': {'content': [('砌体结构破坏:发生', '砌体结构破坏:导致破坏'), ('砌体结构破坏:不发生', '砌体结构破坏:不导致破坏')], 'recall': 1.0, 'precision': 1.0}}"
68,0.75,0.75,0.6666666666666666,1.0,1.0,"[('桩体稳定性', '桩体失稳'), ('障碍物清除', '清除桩位上的障碍物'), ('大块石或混凝土块', '大块石或混凝土块嵌入H钢桩槽口')]","{'桩体稳定性': 0, '障碍物清除': 1, '大块石或混凝土块': 1}","{'大块石或混凝土块': {'content': [('大块石或混凝土块:嵌入钢桩槽口', '大块石或混凝土块:嵌入'), ('大块石或混凝土块:未嵌入钢桩槽口', '大块石或混凝土块:未嵌入')], 'recall': 1.0, 'precision': 1.0}}"
65,1.0,0.75,1.0,1.0,1.0,"[('地下水流速', '地下水流速'), ('灌注质量', '灌注质量'), ('保护措施', '保护措施')]","{'地下水流速': 1, '灌注质量': 1, '保护措施': 1}","{'保护措施': {'content': [('保护措施:永久套管、护筒或其他保护措施', '保护措施:采用永久套管'), ('保护措施:永久套管、护筒或其他保护措施', '保护措施:采用护筒'), ('保护措施:永久套管、护筒或其他保护措施', '保护措施:采用其他保护措施'), ('保护措施:不采取保护措施', '保护措施:采用其他保护措施')], 'recall': 1, 'precision': 1}}"
66,0.6,0.75,0.6666666666666666,1.0,1.0,"[('混凝土的浇筑温度', '混凝土浇筑温度'), ('温度应力', '温度应力'), ('混凝土开裂', '混凝土开裂')]","{'混凝土的浇筑温度': 1, '温度应力': 1, '混凝土开裂': 0}","{'混凝土开裂': {'content': [('混凝土开裂:发生', '混凝土开裂:发生'), ('混凝土开裂:不发生', '混凝土开裂:未发生')], 'recall': 1.0, 'precision': 1.0}}"
60,1.0,0.8333333333333334,0.6,1.0,1.0,"[('剪力墙的截面积', '剪力墙的截面积'), ('剪力墙的抗剪能力', '剪力墙的抗剪能力'), ('剪力墙的破坏', '剪力墙的破坏类型'), ('墙片内的水平钢筋', '墙片内的水平钢筋'), ('剪力墙承担的剪力', '剪力墙的剪力')]","{'剪力墙的截面积': 1, '剪力墙的抗剪能力': 0, '剪力墙的破坏': 0, '墙片内的水平钢筋': 1, '剪力墙承担的剪力': 1}","{'剪力墙承担的剪力': {'content': [('剪力墙承担的剪力:较大', '剪力墙承担的剪力:较大'), ('剪力墙承担的剪力:较小', '剪力墙承担的剪力:较小')], 'recall': 1.0, 'precision': 1.0}}"
62,1.0,0.5,1.0,1.0,1.0,"[('混凝土保护层', '混凝土保护层剥落情况'), ('箍筋的无支长度', '箍筋的无支长度'), ('柱核芯的约束', '钢筋笼子对柱核芯的约束作用')]","{'混凝土保护层': 1, '箍筋的无支长度': 1, '柱核芯的约束': 1}","{'柱核芯的约束': {'content': [('柱核芯的约束:有效', '柱核芯的约束:有效'), ('柱核芯的约束:无效', '柱核芯的约束:无效')], 'recall': 1.0, 'precision': 1.0}}"
64,0.75,1.0,0.6666666666666666,1.0,1.0,"[('混凝土冻融损伤', '混凝土冻融损伤'), ('含水情况', '含水情况'), ('环境正负温度的交替变化', '环境温度变化')]","{'混凝土冻融损伤': 0, '含水情况': 1, '环境正负温度的交替变化': 1}","{'环境正负温度的交替变化': {'content': [('环境正负温度的交替变化:正负温度交替变化', '环境正负温度的交替变化:正负温度交替变化'), ('环境正负温度的交替变化:温度稳定', '环境正负温度的交替变化:温度稳定')], 'recall': 1.0, 'precision': 1.0}}"
58,0.75,0.8571428571428571,0.8333333333333334,1.0,1.0,"[('建筑物覆盖面积', '建筑覆盖面积'), ('膨胀土中的水分变化', '膨胀土中水分变化'), ('建筑物四周的升降位移', '结构物升降位移'), ('建筑结构的次应力', '次应力产生'), ('大型结构的跨度和结构形式', '结构形式'), ('建筑物的正常使用', '基础差异升降位移适应能力')]","{'建筑物覆盖面积': 1, '膨胀土中的水分变化': 1, '建筑物四周的升降位移': 1, '建筑结构的次应力': 1, '大型结构的跨度和结构形式': 0, '建筑物的正常使用': 1}","{'建筑物的正常使用': {'content': [('建筑物的正常使用:容易遭到破坏或影响', '建筑物的正常使用:适应能力差'), ('建筑物的正常使用:不易遭到破坏或影响', '建筑物的正常使用:适应能力强')], 'recall': 1.0, 'precision': 1.0}}"
63,1.0,1.0,0.75,1.0,1.0,"[('结构张拉形态分析', '结构张拉形态'), ('索或拉杆的预应力分布', '预应力分布'), ('个别索的松弛', '索的松弛'), ('结构失效', '结构失效')]","{'结构张拉形态分析': 1, '索或拉杆的预应力分布': 1, '个别索的松弛': 1, '结构失效': 0}","{'结构失效': {'content': [('结构失效:避免', '结构失效:未发生'), ('结构失效:发生', '结构失效:发生')], 'recall': 1.0, 'precision': 1.0}}"
76,0.6666666666666666,0.5,0.5,1.0,1.0,"[('边坡稳定性', '边坡稳定性'), ('弃土弃渣堆填', '弃土、弃渣堆填')]","{'边坡稳定性': 0, '弃土弃渣堆填': 1}","{'弃土弃渣堆填': {'content': [('弃土弃渣堆填:不导致边坡附加变形或破坏', '弃土弃渣堆填:不导致边坡附加变形或破坏'), ('弃土弃渣堆填:导致边坡附加变形或破坏', '弃土弃渣堆填:导致边坡附加变形或破坏')], 'recall': 1.0, 'precision': 1.0}}"
71,0.6666666666666666,1.0,0.5,1.0,1.0,"[('边坡安全', '边坡失稳'), ('岩土条件', '岩土条件')]","{'边坡安全': 0, '岩土条件': 1}","{'岩土条件': {'content': [('岩土条件:土质边坡', '岩土条件:土质边坡'), ('岩土条件:较破碎', '岩土条件:较破碎'), ('岩土条件:破碎', '岩土条件:破碎'), ('岩土条件:极破碎', '岩土条件:极破碎')], 'recall': 1, 'precision': 1.0}}"
77,1.0,0.18181818181818182,0.0,1.0,1.0,"[('附加沉降', '既有建筑基础的附加沉降'), ('附加沉降', '地基附加沉降')]",{'附加沉降': 0},"{'附加沉降': {'content': [('附加沉降:不减少', '附加沉降:不产生'), ('附加沉降:减少', '附加沉降:产生')], 'recall': 1.0, 'precision': 1.0}}"
67,1.0,1.0,0.2,1.0,1.0,"[('结构的扭转效应', '结构的扭转效应'), ('平面不规则', '平面不规则'), ('质量与刚度偏心', '质量与刚度偏心'), ('抗扭刚度', '抗扭刚度'), ('结构破坏', '结构破坏程度')]","{'结构的扭转效应': 1, '平面不规则': 0, '质量与刚度偏心': 0, '抗扭刚度': 0, '结构破坏': 0}","{'结构破坏': {'content': [('结构破坏:严重', '结构破坏:严重'), ('结构破坏:轻微', '结构破坏:轻微')], 'recall': 1.0, 'precision': 1.0}}"
69,0.75,1.0,0.6666666666666666,1.0,1.0,"[('结构布置方案', '结构布置方案'), ('纵墙倒塌', '纵墙破坏'), ('建筑安全', '建筑倒塌')]","{'结构布置方案': 1, '纵墙倒塌': 1, '建筑安全': 0}","{'建筑安全': {'content': ['建筑安全:安全', '建筑安全:不安全'], 'recall': 1.0, 'precision': 1.0}}"
73,0.75,0.6,0.3333333333333333,1.0,1.0,"[('集中荷载影响区附加横向钢筋配置', '附加横向钢筋配置'), ('梁受剪箍筋配筋率', '梁受剪箍筋配筋率'), ('斜截面受剪承载力', '斜裂缝及局部受拉裂缝宽度')]","{'集中荷载影响区附加横向钢筋配置': 1, '梁受剪箍筋配筋率': 0, '斜截面受剪承载力': 0}","{'斜截面受剪承载力': {'content': [('斜截面受剪承载力:降低', '斜截面受剪承载力:限制'), ('斜截面受剪承载力:不降低', '斜截面受剪承载力:未限制')], 'recall': 1.0, 'precision': 1.0}}"
72,1.0,0.6666666666666666,0.75,1.0,1.0,"[('混凝土入模温度', '入模温度'), ('混凝土预养时间', '混凝土预养时间'), ('环境温度', '环境温度'), ('混凝土冻伤', '混凝土冻伤程度')]","{'混凝土入模温度': 1, '混凝土预养时间': 1, '环境温度': 1, '混凝土冻伤': 0}","{'混凝土冻伤': {'content': [('混凝土冻伤:冻伤', '混凝土冻伤:不一致'), ('混凝土冻伤:未冻伤', '混凝土冻伤:一致')], 'recall': 1.0, 'precision': 1.0}}"
70,1.0,0.5,0.5,0.5,0.3333333333333333,"[('楼板局部开大洞', '楼板局部开大洞'), ('长短柱共用', '长短柱共用'), ('细腰形平面', '细腰形平面'), ('地震扭转效应', '地震扭转效应')]","{'楼板局部开大洞': 0, '长短柱共用': 1, '细腰形平面': 1, '地震扭转效应': 0}","{'地震扭转效应': {'content': [('地震扭转效应:小', '地震扭转效应:较小')], 'recall': 0.5, 'precision': 0.3333333333333333}}"
82,0.4,0.25,1.0,1.0,1.0,"[('钢筋网砂浆面层材料强度', '钢筋网砂浆面层材料强度'), ('砖柱刚度', '组合砖柱刚度增加')]","{'钢筋网砂浆面层材料强度': 1, '砖柱刚度': 1}","{'砖柱刚度': {'content': [('砖柱刚度:增加', '砖柱刚度:小于承载力增加'), ('砖柱刚度:增加', '砖柱刚度:大于承载力增加')], 'recall': 1.0, 'precision': 1.0}}"
74,0.75,0.75,1.0,1.0,1.0,"[('挡墙稳定性', '挡墙稳定性'), ('墙踵陷入地基', '墙踵陷入地基'), ('挡墙墙身整体性', '挡墙墙身整体性')]","{'挡墙稳定性': 1, '墙踵陷入地基': 1, '挡墙墙身整体性': 1}","{'挡墙墙身整体性': {'content': [('挡墙墙身整体性:保持', '挡墙墙身整体性:保持'), ('挡墙墙身整体性:破坏', '挡墙墙身整体性:破坏')], 'recall': 1.0, 'precision': 1.0}}"
75,0.7142857142857143,1.0,0.6,0.5,0.5,"[('保温层位置', '保温层位置'), ('保护层', '保护层设置'), ('保温性能', '保温性能'), ('水汽进入', '水汽进入'), ('保温层耐久性', '耐久性')]","{'保温层位置': 0, '保护层': 1, '保温性能': 0, '水汽进入': 1, '保温层耐久性': 1}","{'保温层耐久性': {'content': [('保温层耐久性:提高', '保温层耐久性:提高')], 'recall': 0.5, 'precision': 0.5}}"
80,1.0,0.6666666666666666,1.0,0.5,0.5,"[('膨胀土防水毯倒角', '倒角处理材料'), ('转角部位剪切破坏', '转角部位破坏情况'), ('膨润土颗粒损失', '膨润土颗粒损失情况'), ('整体防水质量', '整体防水质量')]","{'膨胀土防水毯倒角': 1, '转角部位剪切破坏': 1, '膨润土颗粒损失': 1, '整体防水质量': 1}","{'整体防水质量': {'content': [('整体防水质量:不受影响', '整体防水质量:未受影响')], 'recall': 0.5, 'precision': 0.5}}"
86,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,"[('沉降观测数据真实性', '沉降观测数据真实性')]",{'沉降观测数据真实性': 0},"{'沉降观测数据真实性': {'content': [('沉降观测数据真实性:真实', '沉降观测数据真实性:真实'), ('沉降观测数据真实性:失实', '沉降观测数据真实性:失实')], 'recall': 1.0, 'precision': 1.0}}"
83,0.6,0.3,1.0,1.0,1.0,"[('薄弱部位', '薄弱部位'), ('多道防线', '多道防线'), ('结构承受荷载能力', '承受能力')]","{'薄弱部位': 1, '多道防线': 1, '结构承受荷载能力': 1}","{'结构承受荷载能力': {'content': [('结构承受荷载能力:有', '结构承受荷载能力:保持'), ('结构承受荷载能力:无', '结构承受荷载能力:丧失')], 'recall': 1.0, 'precision': 1.0}}"
78,1.0,0.7142857142857143,0.6,1.0,1.0,"[('基础尺寸', '基础尺寸'), ('基底压力', '基底压力'), ('差异沉降', '差异沉降'), ('地基极限承载力', '地基极限承载力'), ('地基失稳', '失稳')]","{'基础尺寸': 1, '基底压力': 1, '差异沉降': 0, '地基极限承载力': 1, '地基失稳': 0}","{'地基失稳': {'content': [('地基失稳:发生', '地基失稳:发生'), ('地基失稳:不发生', '地基失稳:不发生')], 'recall': 1.0, 'precision': 1.0}}"
79,1.0,1.0,0.75,1.0,1.0,"[('浇筑长度', '浇筑混凝土板的长度'), ('混凝土收缩', '混凝土收缩'), ('岩石的约束作用', '岩石的约束作用'), ('挡土板开裂', '挡土板开裂')]","{'浇筑长度': 1, '混凝土收缩': 1, '岩石的约束作用': 1, '挡土板开裂': 0}","{'挡土板开裂': {'content': [('挡土板开裂:避免', '挡土板开裂:不发生'), ('挡土板开裂:发生', '挡土板开裂:发生')], 'recall': 1.0, 'precision': 1.0}}"
85,0.6,0.5,0.6666666666666666,1.0,1.0,"[('受弯构件受拉区粘贴钢板', '粘贴钢板的锚固措施'), ('粘钢薄弱部位', '粘钢的薄弱部位'), ('脆性剥离或剪坏', '剥离或剪坏')]","{'受弯构件受拉区粘贴钢板': 1, '粘钢薄弱部位': 1, '脆性剥离或剪坏': 0}","{'脆性剥离或剪坏': {'content': [('脆性剥离或剪坏:发生', '脆性剥离或剪坏:发生'), ('脆性剥离或剪坏:不发生', '脆性剥离或剪坏:未发生')], 'recall': 1.0, 'precision': 1.0}}"
81,1.0,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.5,"[('结构沿竖向刚度或抗侧力承载力', '结构沿竖向刚度变化'), ('薄弱层的变形和构件应力', '薄弱层的变形'), ('薄弱层的变形和构件应力', '构件应力集中'), ('采取加强措施', '刚度变化的楼层受力'), ('采取加强措施', '相邻楼层的内力')]","{'结构沿竖向刚度或抗侧力承载力': 1, '薄弱层的变形和构件应力': 1, '采取加强措施': 0}","{'采取加强措施': {'content': [('采取加强措施:不采取加强措施', '采取加强措施:不变')], 'recall': 0.3333333333333333, 'precision': 0.5}}"
88,0.75,1.0,0.6666666666666666,1.0,1.0,"[('地基浸水', '地基浸水'), ('地基土冻胀性', '地基土冻胀性'), ('房屋冻胀破坏', '房屋冻胀破坏')]","{'地基浸水': 1, '地基土冻胀性': 1, '房屋冻胀破坏': 0}","{'房屋冻胀破坏': {'content': [('房屋冻胀破坏:出现', '房屋冻胀破坏:出现'), ('房屋冻胀破坏:不出现', '房屋冻胀破坏:未出现')], 'recall': 1.0, 'precision': 1.0}}"
84,1.0,1.0,0.6666666666666666,1.0,1.0,"[('板齿滑移', '板齿滑移'), ('木桁架变形', '木桁架变形'), ('板齿抗滑移承载力', '板齿抗滑移承载力')]","{'板齿滑移': 1, '木桁架变形': 0, '板齿抗滑移承载力': 1}","{'板齿抗滑移承载力': {'content': [('板齿抗滑移承载力:验算', '板齿抗滑移承载力:需要验算'), ('板齿抗滑移承载力:不验算', '板齿抗滑移承载力:不需要验算')], 'recall': 1.0, 'precision': 1.0}}"
90,1.0,0.5714285714285714,0.75,1.0,1.0,"[('防震缝间距', '防震缝设置'), ('抗震鉴定', '抗震鉴定'), ('建筑物震害', '建(构)筑物震害'), ('通廊与建筑物的碰撞', '通廊与相邻建(构)筑物的碰撞')]","{'防震缝间距': 1, '抗震鉴定': 1, '建筑物震害': 0, '通廊与建筑物的碰撞': 1}","{'通廊与建筑物的碰撞': {'content': [('通廊与建筑物的碰撞:发生', '通廊与建筑物的碰撞:发生碰撞'), ('通廊与建筑物的碰撞:未发生', '通廊与建筑物的碰撞:未发生碰撞')], 'recall': 1.0, 'precision': 1.0}}"
95,1.0,0.5,0.6666666666666666,1.0,1.0,"[('桥梁倒塌', '桥梁倒塌原因'), ('抗震设计', '抗震设计措施'), ('钢筋混凝土墩柱剪切破坏', '构件剪切破坏')]","{'桥梁倒塌': 0, '抗震设计': 1, '钢筋混凝土墩柱剪切破坏': 1}","{'钢筋混凝土墩柱剪切破坏': {'content': [('钢筋混凝土墩柱剪切破坏:发生', '钢筋混凝土墩柱剪切破坏:韧性破坏'), ('钢筋混凝土墩柱剪切破坏:不发生', '钢筋混凝土墩柱剪切破坏:脆性破坏')], 'recall': 1.0, 'precision': 1.0}}"
92,0.75,0.75,0.6666666666666666,1.0,1.0,"[('端屋架设置', '端屋架(木梁)的设置'), ('端开间塌落', '端开间塌落'), ('硬山搁檩做法', '硬山搁檩做法的使用')]","{'端屋架设置': 1, '端开间塌落': 0, '硬山搁檩做法': 1}","{'硬山搁檩做法': {'content': [('硬山搁檩做法:采用', '硬山搁檩做法:采用硬山搁檩做法'), ('硬山搁檩做法:不采用', '硬山搁檩做法:不采用硬山搁檩做法')], 'recall': 1.0, 'precision': 1.0}}"
96,0.75,1.0,0.6666666666666666,1.0,1.0,"[('膨胀土涨缩变形', '膨胀土的胀缩变形'), ('地基变形', '地基的升降变形'), ('建筑物损坏', '建筑物的状态')]","{'膨胀土涨缩变形': 1, '地基变形': 1, '建筑物损坏': 0}","{'建筑物损坏': {'content': [('建筑物损坏:开裂', '建筑物损坏:开裂损坏'), ('建筑物损坏:完好', '建筑物损坏:完好无损')], 'recall': 1.0, 'precision': 1.0}}"
87,1.0,0.75,0.8333333333333334,0.5,0.5,"[('地基处理', '地基处理'), ('基础的砌筑质量', '基础的砌筑质量'), ('地基不均匀沉降', '地基不均匀沉降'), ('墙体开裂', '墙体开裂'), ('设置防潮层', '设置防潮层'), ('墙体酥落', '生土墙体酥落')]","{'地基处理': 1, '基础的砌筑质量': 1, '地基不均匀沉降': 1, '墙体开裂': 0, '设置防潮层': 1, '墙体酥落': 1}","{'墙体酥落': {'content': [('墙体酥落:未酥落', '墙体酥落:不酥落')], 'recall': 0.5, 'precision': 0.5}}"
101,1.0,0.6666666666666666,1.0,1.0,1.0,"[('轴向压力', '轴向压力'), ('受剪承载力', '受剪承载力')]","{'轴向压力': 1, '受剪承载力': 1}","{'受剪承载力': {'content': [('受剪承载力:大', '受剪承载力:最大值'), ('受剪承载力:小', '受剪承载力:降低')], 'recall': 1.0, 'precision': 1.0}}"
93,0.8571428571428571,0.6666666666666666,0.5,0.6666666666666666,1.0,"[('石子级配', '石子级配'), ('石子粒径', '石子粒径'), ('石子形状', '石子形状'), ('石子空隙率', '石子空隙率'), ('灰浆用量', '灰浆用量'), ('开裂风险', '混凝土的开裂')]","{'石子级配': 1, '石子粒径': 0, '石子形状': 0, '石子空隙率': 1, '灰浆用量': 1, '开裂风险': 0}","{'开裂风险': {'content': [('开裂风险:高', '开裂风险:容易开裂'), ('开裂风险:低', '开裂风险:不容易开裂')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
97,0.6,0.6,1.0,1.0,1.0,"[('换能器的运动状态', '换能器的运动状态'), ('电缆线的松弛程度', '电缆线的松弛程度'), ('换能器位置的准确性', '换能器位置的准确性')]","{'换能器的运动状态': 1, '电缆线的松弛程度': 1, '换能器位置的准确性': 1}","{'换能器位置的准确性': {'content': [('换能器位置的准确性:不准确', '换能器位置的准确性:不准确'), ('换能器位置的准确性:准确', '换能器位置的准确性:准确')], 'recall': 1.0, 'precision': 1.0}}"
94,1.0,1.0,1.0,1.0,1.0,"[('埋置深度', '埋置深度'), ('抗倾覆和抗滑移稳定性', '抗倾覆稳定性'), ('抗倾覆和抗滑移稳定性', '抗滑移稳定性'), ('严重后果', '可能导致的后果')]","{'埋置深度': 1, '抗倾覆和抗滑移稳定性': 1, '严重后果': 1}","{'严重后果': {'content': [('严重后果:可能发生', '严重后果:严重后果'), ('严重后果:不会发生', '严重后果:无严重后果')], 'recall': 1.0, 'precision': 1.0}}"
89,1.0,1.0,0.8571428571428571,1.0,1.0,"[('水泥用量', '水泥用量'), ('水泥类型', '水泥类型'), ('水泥颗粒大小', '水泥颗粒大小'), ('水化热产生速度', '水化热产生速度'), ('外界温度', '拆模时外界温度'), ('温差', '温差'), ('混凝土开裂', '混凝土开裂')]","{'水泥用量': 1, '水泥类型': 1, '水泥颗粒大小': 1, '水化热产生速度': 1, '外界温度': 1, '温差': 1, '混凝土开裂': 0}","{'混凝土开裂': {'content': [('混凝土开裂:易裂', '混凝土开裂:易裂'), ('混凝土开裂:不易裂', '混凝土开裂:不易裂')], 'recall': 1.0, 'precision': 1.0}}"
99,1.0,0.5,1.0,1.0,1.0,"[('钢筋网竖筋与墙面的距离', '钢筋网竖筋与墙面的距离'), ('加固效果', '加固效果'), ('钢筋锈蚀', '钢筋锈蚀情况')]","{'钢筋网竖筋与墙面的距离': 1, '加固效果': 1, '钢筋锈蚀': 1}","{'钢筋锈蚀': {'content': [('钢筋锈蚀:发生', '钢筋锈蚀:锈蚀'), ('钢筋锈蚀:未发生', '钢筋锈蚀:未锈蚀')], 'recall': 1.0, 'precision': 1.0}}"
100,1.0,1.0,1.0,1.0,0.6666666666666666,"[('预应力筋张拉锚固方式', '预应力筋张拉锚固'), ('后浇带设置', '后浇带设置'), ('预应力摩擦损失', '预应力摩擦损失'), ('轴向预加力吸收', '轴向预加力吸收'), ('结构影响', '结构影响')]","{'预应力筋张拉锚固方式': 1, '后浇带设置': 1, '预应力摩擦损失': 1, '轴向预加力吸收': 1, '结构影响': 1}","{'结构影响': {'content': ['结构影响:不利影响', '结构影响:有利影响'], 'recall': 1.0, 'precision': 0.6666666666666666}}"
98,1.0,0.5714285714285714,0.75,1.0,1.0,"[('基坑外水位的降深', '基坑降水'), ('设置回灌井', '设置回灌井'), ('设置有效的止水墙', '设置有效的止水墙'), ('基坑工程安全', '止水墙工程质量')]","{'基坑外水位的降深': 1, '设置回灌井': 1, '设置有效的止水墙': 1, '基坑工程安全': 0}","{'基坑工程安全': {'content': [('基坑工程安全:安全', '基坑工程安全:精细不漏水'), ('基坑工程安全:不安全', '基坑工程安全:粗糙漏水')], 'recall': 1.0, 'precision': 1.0}}"
91,1.0,0.875,1.0,1.0,0.6666666666666666,"[('连接方式', '连接方式'), ('地震反应', '地震反应'), ('应力集中', '应力集中'), ('短柱效应', '短柱效应'), ('排架柱影响', '排架柱影响'), ('柱顶连接和屋盖结构影响', '柱顶连接影响'), ('计算和加强措施难度', '计算和加强措施难度')]","{'连接方式': 1, '地震反应': 1, '应力集中': 1, '短柱效应': 1, '排架柱影响': 1, '柱顶连接和屋盖结构影响': 1, '计算和加强措施难度': 1}","{'计算和加强措施难度': {'content': [('计算和加强措施难度:困难', '计算和加强措施难度:较困难'), ('计算和加强措施难度:容易', '计算和加强措施难度:较容易')], 'recall': 1.0, 'precision': 0.6666666666666666}}"
102,0.8333333333333334,0.8333333333333334,0.6,1.0,1.0,"[('水位上升', '水位上升'), ('工程上浮', '工程上浮'), ('工程防水层破坏', '工程防水层破坏'), ('降水作业', '降水作业'), ('回填作业', '回填作业')]","{'水位上升': 1, '工程上浮': 1, '工程防水层破坏': 0, '降水作业': 1, '回填作业': 0}","{'回填作业': {'content': [('回填作业:完成', '回填作业:完成'), ('回填作业:未完成', '回填作业:未完成')], 'recall': 1.0, 'precision': 1.0}}"
